lot,ocena
PA/128185,77
PA/128186,68
PA/128187,81
PA/128188,67
PA/128189,68
PA/128190,78
PA/128191,76
PA/128192,77
PA/128193,87
PA/128194,83
PA/128195,83
PA/128196,69
PA/128197,79
PA/128198,67
PA/128199,73
PA/128200,83
PA/128201,80
PA/128202,87
PA/128203,78
PA/128204,79
PA/128205,80
PA/128206,79
PA/128207,82
PA/128208,76
PA/128209,80
PA/128210,71
PA/128211,72
PA/128212,75
PA/128213,69
PA/128214,81
PA/128215,77
PA/128216,85
PA/128217,87
PA/128218,84
PA/128219,70
PA/128220,71
PA/128221,74
PA/128222,78
PA/128223,80
PA/128224,75
PA/128225,81
PA/128226,82
PA/128227,67
PA/128228,73
PA/128229,82
PA/128230,80
PA/128231,86
PA/128232,67
PA/128233,80
PA/128234,68
PA/128235,73
PA/128236,73
PA/128237,86
PA/128238,85
PA/128239,68
PA/128240,68
PA/128241,75
PA/128242,85
PA/128243,83
PA/128244,86
PA/128245,71
PA/128246,78
PA/128247,74
PA/128248,68
PA/128249,73
PA/128250,72
PA/128251,79
PA/128252,82
PA/128253,72
PA/128254,83
PA/128255,87
PA/128256,85
PA/128257,73
PA/128258,77
PA/128259,85
PA/128260,85
PA/128261,67
PA/128262,83
PA/128263,69
PA/128264,73
PA/128265,68
PA/128266,86
PA/128267,77
PA/128268,74
PA/128269,83
PA/128270,72
PA/128271,67
PA/128272,76
PA/128273,71
PA/128274,73
PA/128275,68
PA/128276,81
PA/128277,71
PA/128278,70
PA/128279,83
PA/128280,86
PA/128281,74
PA/128282,75
PA/128283,74
PA/128284,80
PA/128285,81
PA/128286,80
PA/128287,79
PA/128288,73
PA/128289,67
PA/128290,79
PA/128291,74
PA/128292,67
PA/128293,82
PA/128294,67
PA/128295,70
PA/128296,67
PA/128297,76
PA/128298,83
PA/128299,76
PA/128300,85
PA/128301,79
PA/128302,80
PA/128303,68
PA/128304,70
PA/128305,68
PA/128306,76
PA/128307,69
PA/128308,70
PA/128309,83
PA/128310,67
PA/128311,85
PA/128312,73
PA/128313,86
PA/128314,74
PA/128315,76
PA/128316,79
PA/128317,85
PA/128318,76
PA/128319,75
PA/128320,69
PA/128321,74
PA/128322,72
PA/128323,68
PA/128324,73
PA/128325,80
PA/128326,69
PA/128327,80
PA/128328,72
PA/128329,69
PA/128330,72
PA/128331,72
PA/128332,67
PA/128333,86
PA/128334,70
PA/128335,85
PA/128336,69
PA/128337,72
PA/128338,74
PA/128339,76
PA/128340,81
PA/128341,70
PA/128342,83
PA/128343,78
PA/128344,67
PA/128345,84
PA/128346,78
PA/128347,70
PA/128348,71
PA/128349,75
PA/128350,77
PA/128351,74
PA/128352,67
PA/128353,67
PA/128354,71
PA/128355,76
PA/128356,76
PA/128357,72
PA/128358,84
PA/128359,81
PA/128360,81
PA/128361,85
PA/128362,80
PA/128363,82
PA/128364,83
PA/128365,79
PA/128366,70
PA/128367,83
PA/128368,80
PA/128369,87
PA/128370,80
PA/128371,85
PA/128372,76
PA/128373,77
PA/128374,81
PA/128375,80
PA/128376,71
PA/128377,83
PA/128378,86
PA/128379,72
PA/128380,79
PA/128381,81
PA/128382,78
PA/128383,87
PA/128384,80
PA/128385,87
PA/128386,78
PA/128387,70
PA/128388,68
PA/128389,79
PA/128390,87
PA/128391,74
PA/128392,70
PA/128393,76
PA/128394,69
PA/128395,74
PA/128396,70
PA/128397,84
PA/128398,77
PA/128399,76
PA/128400,75
PA/128401,73
PA/128402,83
PA/128403,78
PA/128404,77
PA/128405,72
PA/128406,69
PA/128407,82
PA/128408,70
PA/128409,77
PA/128410,87
PA/128411,76
PA/128412,79
PA/128413,76
PA/128414,78
PA/128415,74
PA/128416,75
PA/128417,80
PA/128418,75
PA/128419,82
PA/128420,75
PA/128421,77
PA/128422,69
PA/128423,81
PA/128424,79
PA/128425,73
PA/128426,85
PA/128427,68
PA/128428,72
PA/128429,85
PA/128430,84
PA/128431,83
PA/128432,85
PA/128433,87
PA/128434,80
PA/128435,87
PA/128436,77
PA/128437,70
PA/128438,76
PA/128439,78
PA/128440,87
PA/128441,69
PA/128442,82
PA/128443,82
PA/128444,69
PA/128445,81
PA/128446,86
PA/128447,81
PA/128448,78
PA/128449,76
PA/128450,79
PA/128451,79
PA/128452,78
PA/128453,68
PA/128454,77
PA/128455,75
PA/128456,85
PA/128457,86
PA/128458,77
PA/128459,71
PA/128460,67
PA/128461,76
PA/128462,82
PA/128463,70
PA/128464,78
PA/128465,67
PA/128466,68
PA/128467,78
PA/128468,74
PA/128469,73
PA/128470,84
PA/128471,83
PA/128472,78
PA/128473,86
PA/128474,71
PA/128475,79
PA/128476,69
PA/128477,80
PA/128478,67
PA/128479,78
PA/128480,79
PA/128481,82
PA/128482,77
PA/128483,79
PA/128484,67
PA/128485,85
PA/128486,82
PA/128487,74
PA/128488,75
PA/128489,73
PA/128490,73
PA/128491,68
PA/128492,80
PA/128493,72
PA/128494,73
PA/128495,72
PA/128496,68
PA/128497,75
PA/128498,82
PA/128499,85
PA/128500,85
PA/128501,83
PA/128502,84
PA/128503,74
PA/128504,79
PA/128505,74
PA/128506,72
PA/128507,77
PA/128508,75
PA/128509,79
PA/128510,81
PA/128511,81
PA/128512,84
PA/128513,70
PA/128514,76
PA/128515,81
PA/128516,82
PA/128517,73
PA/128518,84
PA/128519,73
PA/128520,70
PA/128521,83
PA/128522,75
PA/128523,76
PA/128524,83
PA/128525,73
PA/128526,67
PA/128527,87
PA/128528,84
PA/128529,69
PA/128530,85
PA/128531,79
PA/128532,87
PA/128533,74
PA/128534,72
PA/128535,82
PA/128536,68
PA/128537,77
PA/128538,67
PA/128539,69
PA/128540,76
PA/128541,79
PA/128542,75
PA/128543,74
PA/128544,69
PA/128545,72
PA/128546,71
PA/128547,83
PA/128548,82
PA/128549,85
PA/128550,78
PA/128551,83
PA/128552,69
PA/128553,87
PA/128554,73
PA/128555,71
PA/128556,72
PA/128557,69
PA/128558,85
PA/128559,83
PA/128560,78
PA/128561,70
PA/128562,70
PA/128563,77
PA/128564,73
PA/128565,87
PA/128566,85
PA/128567,68
PA/128568,80
PA/128569,75
PA/128570,82
PA/128571,71
PA/128572,68
PA/128573,71
PA/128574,78
PA/128575,85
PA/128576,75
PA/128577,78
PA/128578,70
PA/128579,75
PA/128580,86
PA/128581,74
PA/128582,71
PA/128583,75
PA/128584,77
PA/128585,83
PA/128586,68
PA/128587,67
PA/128588,78
PA/128589,80
PA/128590,74
PA/128591,75
PA/128592,76
PA/128593,68
PA/128594,78
PA/128595,78
PA/128596,76
PA/128597,69
PA/128598,79
PA/128599,72
PA/128600,74
PA/128601,78
PA/128602,81
PA/128603,84
PA/128604,85
PA/128605,74
PA/128606,79
PA/128607,83
PA/128608,87
PA/128609,79
PA/128610,71
PA/128611,76
PA/128612,74
PA/128613,75
PA/128614,79
PA/128615,82
PA/128616,70
PA/128617,72
PA/128618,81
PA/128619,72
PA/128620,71
PA/128621,74
PA/128622,74
PA/128623,80
PA/128624,73
PA/128625,84
PA/128626,78
PA/128627,78
PA/128628,80
PA/128629,82
PA/128630,67
PA/128631,87
PA/128632,77
PA/128633,85
PA/128634,73
PA/128635,76
PA/128636,81
PA/128637,75
PA/128638,84
PA/128639,82
PA/128640,74
PA/128641,74
PA/128642,73
PA/128643,83
PA/128644,77
PA/128645,74
PA/128646,76
PA/128647,81
PA/128648,75
PA/128649,78
PA/128650,68
PA/128651,79
PA/128652,84
PA/128653,79
PA/128654,73
PA/128655,84
PA/128656,71
PA/128657,70
PA/128658,82
PA/128659,71
PA/128660,76
PA/128661,78
PA/128662,85
PA/128663,69
PA/128664,75
PA/128665,68
PA/128666,77
PA/128667,68
PA/128668,83
PA/128669,76
PA/128670,69
PA/128671,87
PA/128672,69
PA/128673,82
PA/128674,77
PA/128675,70
PA/128676,70
PA/128677,79
PA/128678,86
PA/128679,74
PA/128680,86
PA/128681,68
PA/128682,70
PA/128683,68
PA/128684,73
PA/128685,75
PA/128686,77
PA/128687,71
PA/128688,82
PA/128689,67
PA/128690,72
PA/128691,74
PA/128692,84
PA/128693,82
PA/128694,83
PA/128695,69
PA/128696,73
PA/128697,75
PA/128698,68
PA/128699,69
PA/128700,67
PA/128701,85
PA/128702,69
PA/128703,79
PA/128704,71
PA/128705,82
PA/128706,71
PA/128707,87
PA/128708,73
PA/128709,77
PA/128710,76
PA/128711,87
PA/128712,71
PA/128713,80
PA/128714,79
PA/128715,74
PA/128716,76
PA/128717,68
PA/128718,87
PA/128719,72
PA/128720,83
PA/128721,72
PA/128722,84
PA/128723,73
PA/128724,72
PA/128725,70
PA/128726,82
PA/128727,83
PA/128728,79
PA/128729,70
PA/128730,76
PA/128731,76
PA/128732,81
PA/128733,84
PA/128734,77
PA/128735,81
PA/128736,78
PA/128737,74
PA/128738,86
PA/128739,82
PA/128740,77
PA/128741,85
PA/128742,73
PA/128743,87
PA/128744,82
PA/128745,75
PA/128746,78
PA/128747,74
PA/128748,70
PA/128749,71
PA/128750,71
PA/128751,67
PA/128752,81
PA/128753,72
PA/128754,72
PA/128755,73
PA/128756,87
PA/128757,83
PA/128758,69
PA/128759,69
PA/128760,87
PA/128761,71
PA/128762,79
PA/128763,83
PA/128764,77
PA/128765,70
PA/128766,74
PA/128767,84
PA/128768,69
PA/128769,77
PA/128770,85
PA/128771,73
PA/128772,70
PA/128773,87
PA/128774,81
PA/128775,84
PA/128776,68
PA/128777,77
PA/128778,82
PA/128779,69
PA/128780,82
PA/128781,84
PA/128782,71
PA/128783,84
PA/128784,76
PA/128785,80
PA/128786,74
PA/128787,80
PA/128788,68
PA/128789,71
PA/128790,72
PA/128791,81
PA/128792,69
PA/128793,79
PA/128794,67
PA/128795,85
PA/128796,67
PA/128797,81
PA/128798,68
PA/128799,87
PA/128800,84
PA/128801,76
PA/128802,67
PA/128803,86
PA/128804,87
PA/128805,77
PA/128806,84
PA/128807,69
PA/128808,70
PA/128809,70
PA/128810,70
PA/128811,80
PA/128812,80
PA/128813,84
PA/128814,87
PA/128815,76
PA/128816,68
PA/128817,85
PA/128818,79
PA/128819,77
PA/128820,73
PA/128821,70
PA/128822,82
PA/128823,81
PA/128824,82
PA/128825,85
PA/128826,83
PA/128827,84
PA/128828,87
PA/128829,68
PA/128830,70
PA/128831,79
PA/128832,80
PA/128833,68
PA/128834,82
PA/128835,79
PA/128836,77
PA/128837,81
PA/128838,70
PA/128839,85
PA/128840,84
PA/128841,72
PA/128842,75
PA/128843,72
PA/128844,84
PA/128845,75
PA/128846,82
PA/128847,75
PA/128848,84
PA/128849,84
PA/128850,84
PA/128851,76
PA/128852,82
PA/128853,86
PA/128854,78
PA/128855,83
PA/128856,86
PA/128857,72
PA/128858,69
PA/128859,86
PA/128860,79
PA/128861,75
PA/128862,81
PA/128863,67
PA/128864,67
PA/128865,72
PA/128866,70
PA/128867,81
PA/128868,83
PA/128869,70
PA/128870,79
PA/128871,70
PA/128872,70
PA/128873,86
PA/128874,67
PA/128875,75
PA/128876,83
PA/128877,86
PA/128878,81
PA/128879,71
PA/128880,82
PA/128881,84
PA/128882,84
PA/128883,73
PA/128884,79
PA/128885,70
PA/128886,67
PA/128887,79
PA/128888,77
PA/128889,69
PA/128890,85
PA/128891,82
PA/128892,84
PA/128893,83
PA/128894,69
PA/128895,68
PA/128896,82
PA/128897,81
PA/128898,85
PA/128899,72
PA/128900,69
PA/128901,68
PA/128902,73
PA/128903,83
PA/128904,82
PA/128905,67
PA/128906,67
PA/128907,84
PA/128908,83
PA/128909,75
PA/128910,76
PA/128911,87
PA/128912,86
PA/128913,84
PA/128914,74
PA/128915,80
PA/128916,71
PA/128917,84
PA/128918,84
PA/128919,67
PA/128920,80
PA/128921,70
PA/128922,75
PA/128923,83
PA/128924,70
PA/128925,75
PA/128926,80
PA/128927,76
PA/128928,76
PA/128929,81
PA/128930,84
PA/128931,80
PA/128932,68
PA/128933,73
PA/128934,68
PA/128935,71
PA/128936,68
PA/128937,72
PA/128938,73
PA/128939,80
PA/128940,71
PA/128941,73
PA/128942,80
PA/128943,81
PA/128944,70
PA/128945,87
PA/128946,82
PA/128947,68
PA/128948,71
PA/128949,85
PA/128950,72
PA/128951,87
PA/128952,79
PA/128953,84
PA/128954,74
PA/128955,83
PA/128956,79
PA/128957,83
PA/128958,74
PA/128959,74
PA/128960,68
PA/128961,87
PA/128962,77
PA/128963,74
PA/128964,75
PA/128965,68
PA/128966,70
PA/128967,68
PA/128968,71
PA/128969,86
PA/128970,72
PA/128971,76
PA/128972,82
PA/128973,72
PA/128974,81
PA/128975,82
PA/128976,68
PA/128977,73
PA/128978,70
PA/128979,77
PA/128980,80
PA/128981,69
PA/128982,85
PA/128983,79
PA/128984,77
PA/128985,76
PA/128986,80
PA/128987,83
PA/128988,82
PA/128989,67
PA/128990,86
PA/128991,68
PA/128992,69
PA/128993,70
PA/128994,87
PA/128995,72
PA/128996,70
PA/128997,86
PA/128998,74
PA/128999,86
PA/129000,73
PA/129001,68
PA/129002,67
PA/129003,86
PA/129004,82
PA/129005,67
PA/129006,67
PA/129007,82
PA/129008,81
PA/129009,86
PA/129010,67
PA/129011,78
PA/129012,76
PA/129013,86
PA/129014,76
PA/129015,80
PA/129016,72
PA/129017,79
PA/129018,70
PA/129019,76
PA/129020,80
PA/129021,73
PA/129022,70
PA/129023,84
PA/129024,76
PA/129025,73
PA/129026,79
PA/129027,76
PA/129028,70
PA/129029,82
PA/129030,84
PA/129031,77
PA/129032,82
PA/129033,85
PA/129034,74
PA/129035,70
PA/129036,69
PA/129037,72
PA/129038,82
PA/129039,73
PA/129040,77
PA/129041,70
PA/129042,76
PA/129043,80
PA/129044,73
PA/129045,67
PA/129046,73
PA/129047,80
PA/129048,72
PA/129049,72
PA/129050,84
PA/129051,72
PA/129052,86
PA/129053,80
PA/129054,75
PA/129055,83
PA/129056,87
PA/129057,78
PA/129058,87
PA/129059,84
PA/129060,87
PA/129061,71
PA/129062,71
PA/129063,71
PA/129064,70
PA/129065,69
PA/129066,79
PA/129067,79
PA/129068,81
PA/129069,86
PA/129070,77
PA/129071,87
PA/129072,81
PA/129073,78
PA/129074,70
PA/129075,82
PA/129076,75
PA/129077,84
PA/129078,79
PA/129079,86
PA/129080,72
PA/129081,85
PA/129082,75
PA/129083,86
PA/129084,69
PA/129085,69
PA/129086,70
PA/129087,79
PA/129088,82
PA/129089,82
PA/129090,86
PA/129091,82
PA/129092,68
PA/129093,75
PA/129094,82
PA/129095,69
PA/129096,80
PA/129097,76
PA/129098,81
PA/129099,79
PA/129100,77
PA/129101,81
PA/129102,87
PA/129103,74
PA/129104,85
PA/129105,67
PA/129106,85
PA/129107,81
PA/129108,80
PA/129109,68
PA/129110,75
PA/129111,79
PA/129112,84
PA/129113,68
PA/129114,73
PA/129115,84
PA/129116,71
PA/129117,70
PA/129118,71
PA/129119,81
PA/129120,75
PA/129121,81
PA/129122,86
PA/129123,70
PA/129124,72
PA/129125,87
PA/129126,72
PA/129127,73
PA/129128,68
PA/129129,80
PA/129130,79
PA/129131,70
PA/129132,68
PA/129133,76
PA/129134,81
PA/129135,71
PA/129136,82
PA/129137,77
PA/129138,68
PA/129139,69
PA/129140,78
PA/129141,76
PA/129142,70
PA/129143,70
PA/129144,78
PA/129145,70
PA/129146,82
PA/129147,87
PA/129148,79
PA/129149,67
PA/129150,86
PA/129151,77
PA/129152,85
PA/129153,85
PA/129154,87
PA/129155,86
PA/129156,70
PA/129157,70
PA/129158,73
PA/129159,71
PA/129160,80
PA/129161,86
PA/129162,78
PA/129163,75
PA/129164,75
PA/129165,84
PA/129166,82
PA/129167,86
PA/129168,76
PA/129169,84
PA/129170,71
PA/129171,70
PA/129172,83
PA/129173,82
PA/129174,72
PA/129175,75
PA/129176,74
PA/129177,79
PA/129178,77
PA/129179,87
PA/129180,83
PA/129181,72
PA/129182,85
PA/129183,73
PA/129184,86
PA/129185,71
PA/129186,82
PA/129187,67
PA/129188,70
PA/129189,73
PA/129190,68
PA/129191,75
PA/129192,84
PA/129193,68
PA/129194,68
PA/129195,78
PA/129196,83
PA/129197,80
PA/129198,69
PA/129199,70
PA/129200,77
PA/129201,72
PA/129202,80
PA/129203,82
PA/129204,87
PA/129205,79
PA/129206,85
PA/129207,85
PA/129208,81
PA/129209,77
PA/129210,85
PA/129211,79
PA/129212,73
PA/129213,83
PA/129214,80
PA/129215,67
PA/129216,81
PA/129217,85
PA/129218,67
PA/129219,71
PA/129220,79
PA/129221,86
PA/129222,70
PA/129223,72
PA/129224,85
PA/129225,73
PA/129226,72
PA/129227,86
PA/129228,85
PA/129229,86
PA/129230,80
PA/129231,68
PA/129232,73
PA/129233,78
PA/129234,70
PA/129235,76
PA/129236,68
PA/129237,83
PA/129238,72
PA/129239,73
PA/129240,80
PA/129241,87
PA/129242,78
PA/129243,83
PA/129244,85
PA/129245,87
PA/129246,77
PA/129247,80
PA/129248,71
PA/129249,70
PA/129250,81
PA/129251,78
PA/129252,81
PA/129253,71
PA/129254,71
PA/129255,75
PA/129256,67
PA/129257,82
PA/129258,76
PA/129259,87
PA/129260,87
PA/129261,79
PA/129262,71
PA/129263,86
PA/129264,71
PA/129265,70
PA/129266,69
PA/129267,73
PA/129268,86
PA/129269,71
PA/129270,74
PA/129271,82
PA/129272,75
PA/129273,84
PA/129274,67
PA/129275,73
PA/129276,70
PA/129277,77
PA/129278,70
PA/129279,70
PA/129280,71
PA/129281,76
PA/129282,80
PA/129283,73
PA/129284,73
PA/129285,69
PA/129286,81
PA/129287,74
PA/129288,83
PA/129289,84
PA/129290,84
PA/129291,86
PA/129292,86
PA/129293,72
PA/129294,69
PA/129295,83
PA/129296,71
PA/129297,67
PA/129298,85
PA/129299,77
PA/129300,83
PA/129301,74
PA/129302,79
PA/129303,69
PA/129304,76
PA/129305,76
PA/129306,87
PA/129307,70
PA/129308,80
PA/129309,70
PA/129310,83
PA/129311,74
PA/129312,80
PA/129313,69
PA/129314,82
PA/129315,69
PA/129316,75
PA/129317,68
PA/129318,85
PA/129319,85
PA/129320,85
PA/129321,84
PA/129322,71
PA/129323,79
PA/129324,74
PA/129325,77
PA/129326,81
PA/129327,78
PA/129328,83
PA/129329,73
PA/129330,81
PA/129331,73
PA/129332,81
PA/129333,68
PA/129334,85
PA/129335,69
PA/129336,77
PA/129337,86
PA/129338,78
PA/129339,68
PA/129340,70
PA/129341,72
PA/129342,84
PA/129343,72
PA/129344,79
PA/129345,67
PA/129346,72
PA/129347,73
PA/129348,85
PA/129349,82
PA/129350,86
PA/129351,84
PA/129352,73
PA/129353,85
PA/129354,71
PA/129355,71
PA/129356,83
PA/129357,68
PA/129358,80
PA/129359,72
PA/129360,79
PA/129361,86
PA/129362,68
PA/129363,86
PA/129364,80
PA/129365,69
PA/129366,84
PA/129367,85
PA/129368,86
PA/129369,87
PA/129370,82
PA/129371,79
PA/129372,73
PA/129373,79
PA/129374,84
PA/129375,84
PA/129376,69
PA/129377,77
PA/129378,83
PA/129379,80
PA/129380,81
PA/129381,74
PA/129382,76
PA/129383,85
PA/129384,79
PA/129385,83
PA/129386,74
PA/129387,68
PA/129388,86
PA/129389,86
PA/129390,74
PA/129391,87
PA/129392,81
PA/129393,72
PA/129394,74
PA/129395,70
PA/129396,78
PA/129397,76
PA/129398,68
PA/129399,68
PA/129400,67
PA/129401,72
PA/129402,76
PA/129403,70
PA/129404,71
PA/129405,70
PA/129406,81
PA/129407,85
PA/129408,68
PA/129409,75
PA/129410,79
PA/129411,82
PA/129412,71
PA/129413,83
PA/129414,69
PA/129415,84
PA/129416,77
PA/129417,85
PA/129418,80
PA/129419,74
PA/129420,85
PA/129421,81
PA/129422,69
PA/129423,74
PA/129424,75
PA/129425,73
PA/129426,69
PA/129427,75
PA/129428,77
PA/129429,67
PA/129430,82
PA/129431,81
PA/129432,86
PA/129433,84
PA/129434,80
PA/129435,78
PA/129436,87
PA/129437,79
PA/129438,79
PA/129439,69
PA/129440,82
PA/129441,77
PA/129442,70
PA/129443,69
PA/129444,69
PA/129445,84
PA/129446,67
PA/129447,83
PA/129448,82
PA/129449,78
PA/129450,85
PA/129451,78
PA/129452,70
PA/129453,79
PA/129454,69
PA/129455,76
PA/129456,72
PA/129457,80
PA/129458,72
PA/129459,83
PA/129460,85
PA/129461,80
PA/129462,72
PA/129463,72
PA/129464,86
PA/129465,83
PA/129466,79
PA/129467,79
PA/129468,74
PA/129469,73
PA/129470,70
PA/129471,86
PA/129472,85
PA/129473,68
PA/129474,83
PA/129475,78
PA/129476,68
PA/129477,80
PA/129478,81
PA/129479,86
PA/129480,87
PA/129481,77
PA/129482,86
PA/129483,72
PA/129484,84
PA/129485,82
PA/129486,74
PA/129487,77
PA/129488,81
PA/129489,86
PA/129490,85
PA/129491,69
PA/129492,87
PA/129493,84
PA/129494,68
PA/129495,85
PA/129496,85
PA/129497,84
PA/129498,73
PA/129499,71
PA/129500,67
PA/129501,77
PA/129502,83
PA/129503,86
PA/129504,85
PA/129505,80
PA/129506,87
PA/129507,75
PA/129508,74
PA/129509,68
PA/129510,75
PA/129511,86
PA/129512,67
PA/129513,84
PA/129514,84
PA/129515,76
PA/129516,78
PA/129517,81
PA/129518,79
PA/129519,74
PA/129520,84
PA/129521,75
PA/129522,87
PA/129523,84
PA/129524,74
PA/129525,84
PA/129526,68
PA/129527,84
PA/129528,86
PA/129529,74
PA/129530,78
PA/129531,76
PA/129532,72
PA/129533,68
PA/129534,78
PA/129535,67
PA/129536,77
PA/129537,68
PA/129538,73
PA/129539,67
PA/129540,71
PA/129541,72
PA/129542,79
PA/129543,75
PA/129544,67
PA/129545,76
PA/129546,85
PA/129547,83
PA/129548,74
PA/129549,77
PA/129550,87
PA/129551,77
PA/129552,86
PA/129553,84
PA/129554,82
PA/129555,68
PA/129556,85
PA/129557,78
PA/129558,73
PA/129559,69
PA/129560,87
PA/129561,75
PA/129562,87
PA/129563,84
PA/129564,82
PA/129565,78
PA/129566,81
PA/129567,73
PA/129568,77
PA/129569,87
PA/129570,74
PA/129571,85
PA/129572,72
PA/129573,85
PA/129574,75
PA/129575,79
PA/129576,67
PA/129577,78
PA/129578,75
PA/129579,84
PA/129580,84
PA/129581,69
PA/129582,80
PA/129583,69
PA/129584,85
PA/129585,85
PA/129586,82
PA/129587,80
PA/129588,80
PA/129589,69
PA/129590,86
PA/129591,86
PA/129592,81
PA/129593,77
PA/129594,86
PA/129595,72
PA/129596,78
PA/129597,74
PA/129598,68
PA/129599,69
PA/129600,78
PA/129601,85
PA/129602,69
PA/129603,85
PA/129604,80
PA/129605,84
PA/129606,79
PA/129607,73
PA/129608,78
PA/129609,87
PA/129610,68
PA/129611,81
PA/129612,77
PA/129613,82
PA/129614,72
PA/129615,69
PA/129616,81
PA/129617,67
PA/129618,77
PA/129619,70
PA/129620,86
PA/129621,67
PA/129622,71
PA/129623,85
PA/129624,81
PA/129625,79
PA/129626,86
PA/129627,71
PA/129628,85
PA/129629,67
PA/129630,75
PA/129631,74
PA/129632,74
PA/129633,72
PA/129634,82
PA/129635,68
PA/129636,76
PA/129637,77
PA/129638,84
PA/129639,85
PA/129640,85
PA/129641,73
PA/129642,87
PA/129643,76
PA/129644,81
PA/129645,72
PA/129646,81
PA/129647,71
PA/129648,67
PA/129649,70
PA/129650,69
PA/129651,86
PA/129652,74
PA/129653,70
PA/129654,77
PA/129655,71
PA/129656,83
PA/129657,86
PA/129658,83
PA/129659,68
PA/129660,80
PA/129661,76
PA/129662,82
PA/129663,77
PA/129664,82
PA/129665,78
PA/129666,86
PA/129667,70
PA/129668,86
PA/129669,81
PA/129670,75
PA/129671,77
PA/129672,71
PA/129673,84
PA/129674,76
PA/129675,84
PA/129676,79
PA/129677,73
PA/129678,73
PA/129679,86
PA/129680,82
PA/129681,67
PA/129682,80
PA/129683,70
PA/129684,77
PA/129685,73
PA/129686,75
PA/129687,83
PA/129688,80
PA/129689,69
PA/129690,76
PA/129691,78
PA/129692,67
PA/129693,69
PA/129694,71
PA/129695,86
PA/129696,74
PA/129697,69
PA/129698,78
PA/129699,85
PA/129700,67
PA/129701,77
PA/129702,83
PA/129703,71
PA/129704,69
PA/129705,67
PA/129706,80
PA/129707,84
PA/129708,85
PA/129709,73
PA/129710,84
PA/129711,73
PA/129712,81
PA/129713,67
PA/129714,82
PA/129715,81
PA/129716,83
PA/129717,86
PA/129718,79
PA/129719,71
PA/129720,83
PA/129721,77
PA/129722,76
PA/129723,85
PA/129724,86
PA/129725,80
PA/129726,67
PA/129727,79
PA/129728,84
PA/129729,79
PA/129730,87
PA/129731,69
PA/129732,73
PA/129733,84
PA/129734,71
PA/129735,83
PA/129736,86
PA/129737,77
PA/129738,74
PA/129739,76
PA/129740,81
PA/129741,69
PA/129742,74
PA/129743,67
PA/129744,74
PA/129745,84
PA/129746,86
PA/129747,72
PA/129748,67
PA/129749,68
PA/129750,87
PA/129751,73
PA/129752,79
PA/129753,79
PA/129754,84
PA/129755,80
PA/129756,78
PA/129757,77
PA/129758,81
PA/129759,87
PA/129760,83
PA/129761,74
PA/129762,74
PA/129763,75
PA/129764,78
PA/129765,77
PA/129766,81
PA/129767,78
PA/129768,85
PA/129769,85
PA/129770,82
PA/129771,86
PA/129772,86
PA/129773,76
PA/129774,86
PA/129775,72
PA/129776,69
PA/129777,84
PA/129778,80
PA/129779,79
PA/129780,86
PA/129781,75
PA/129782,71
PA/129783,67
PA/129784,75
PA/129785,74
PA/129786,78
PA/129787,81
PA/129788,84
PA/129789,79
PA/129790,77
PA/129791,82
PA/129792,71
PA/129793,71
PA/129794,77
PA/129795,73
PA/129796,83
PA/129797,72
PA/129798,71
PA/129799,85
PA/129800,78
PA/129801,80
PA/129802,77
PA/129803,69
PA/129804,77
PA/129805,73
PA/129806,82
PA/129807,68
PA/129808,86
PA/129809,79
PA/129810,71
PA/129811,72
PA/129812,82
PA/129813,75
PA/129814,71
PA/129815,67
PA/129816,86
PA/129817,69
PA/129818,78
PA/129819,81
PA/129820,79
PA/129821,84
PA/129822,67
PA/129823,83
PA/129824,76
PA/129825,77
PA/129826,83
PA/129827,79
PA/129828,68
PA/129829,78
PA/129830,76
PA/129831,87
PA/129832,73
PA/129833,72
PA/129834,74
PA/129835,69
PA/129836,71
PA/129837,76
PA/129838,82
PA/129839,84
PA/129840,86
PA/129841,68
PA/129842,77
PA/129843,79
PA/129844,72
PA/129845,82
PA/129846,73
PA/129847,86
PA/129848,82
PA/129849,84
PA/129850,86
PA/129851,72
PA/129852,74
PA/129853,77
PA/129854,72
PA/129855,77
PA/129856,85
PA/129857,87
PA/129858,80
PA/129859,79
PA/129860,85
PA/129861,76
PA/129862,81
PA/129863,75
PA/129864,85
PA/129865,83
PA/129866,83
PA/129867,85
PA/129868,68
PA/129869,72
PA/129870,70
PA/129871,76
PA/129872,74
PA/129873,83
PA/129874,80
PA/129875,70
PA/129876,87
PA/129877,70
PA/129878,85
PA/129879,85
PA/129880,85
PA/129881,67
PA/129882,75
PA/129883,77
PA/129884,70
PA/129885,84
PA/129886,72
PA/129887,77
PA/129888,70
PA/129889,76
PA/129890,86
PA/129891,75
PA/129892,74
PA/129893,70
PA/129894,83
PA/129895,77
PA/129896,81
PA/129897,87
PA/129898,76
PA/129899,71
PA/129900,67
PA/129901,79
PA/129902,83
PA/129903,72
PA/129904,71
PA/129905,70
PA/129906,70
PA/129907,76
PA/129908,81
PA/129909,77
PA/129910,74
PA/129911,79
PA/129912,82
PA/129913,70
PA/129914,87
PA/129915,68
PA/129916,81
PA/129917,71
PA/129918,83
PA/129919,87
PA/129920,79
PA/129921,82
PA/129922,78
PA/129923,85
PA/129924,74
PA/129925,78
PA/129926,84
PA/129927,72
PA/129928,76
PA/129929,67
PA/129930,71
PA/129931,86
PA/129932,69
PA/129933,76
